trial_dir,trial_slug,filename,size_bytes,ext,date_tag,sha256,role,domain,n_rows,n_cols,sheet_count,error,preamble
9204-clinical,9204,off_treatment_reasons.nivo_05012024.csv,1934,csv,05012024,92cbf8b0e77c0bfa01d1498b56302c4abaada52a5ec66c98885989446f74e604,domain,survival_death,28,6,0,,True
9204-clinical,9204,off_treatment_reasons.nivo_05012024.csv.csv,1934,csv,05012024,92cbf8b0e77c0bfa01d1498b56302c4abaada52a5ec66c98885989446f74e604,domain,survival_death,28,6,0,,True
9204-clinical,9204,off_treatment_reasons.nivo_2024-05-01.csv,1936,csv,2024-05-01,3ec3d77d3310624c8653cec93730ac25dab7fb7d0d6c30cdf5542d07b95f05fc,domain,survival_death,28,6,0,,True
9204-clinical,9204,penter_blood_paper_clinical_data_used_in_pact_data_sharing_05012024.csv,569,csv,05012024,a1226ed8fb00706ae3f4ed765c4a5629eb2d9af312a65a2f953e73221ff5dd98,unknown,,26,4,0,,False
9204-clinical,9204,penter_blood_paper_clinical_data_used_in_pact_data_sharing_05012024.csv.csv,569,csv,05012024,a1226ed8fb00706ae3f4ed765c4a5629eb2d9af312a65a2f953e73221ff5dd98,unknown,,26,4,0,,False
9204-clinical,9204,penter_blood_paper_clinical_data_used_in_pact_data_sharing_2024-05-01.csv,573,csv,2024-05-01,e00b84d984c5a392a5cd6f4ebd939d7a3e34b074e6dbddb9859ee7604c55b643,unknown,,26,4,0,,False
9204-clinical,9204,penter_blood_paper_gvhd_data_used_in_pact_data_sharing_05012024.csv,1026,csv,05012024,91591f8b718608e88c030bba2d3643e87f6003e1810f01adb87d634361608b1e,domain,gvhd,14,6,0,,False
9204-clinical,9204,penter_blood_paper_gvhd_data_used_in_pact_data_sharing_05012024.csv.csv,1026,csv,05012024,91591f8b718608e88c030bba2d3643e87f6003e1810f01adb87d634361608b1e,domain,gvhd,14,6,0,,False
9204-clinical,9204,penter_blood_paper_gvhd_data_used_in_pact_data_sharing_2024-05-01.csv,1013,csv,2024-05-01,b5b42d195962865d4a6433e2d2f1f6d57c6896a527e6beb9862d07220236459d,domain,gvhd,14,6,0,,False
9204-clinical,9204,response.ipi.csv,10409,csv,,1c6b1b52761b1ecf3d10aa5532eb631f865ab371b4f6dc806a8276720de8b702,domain,response,126,7,0,,False
9204-clinical,9204,response.ipilimumab_05012024.csv,10301,csv,05012024,1d8cbc51b3b667b93f722dec6a1fcb7f4dc269dd2da938fcb18e84abf6d495a3,domain,response,126,7,0,,True
9204-clinical,9204,response.ipilimumab_05012024.csv.csv,10301,csv,05012024,1d8cbc51b3b667b93f722dec6a1fcb7f4dc269dd2da938fcb18e84abf6d495a3,domain,response,126,7,0,,True
9204-clinical,9204,response.ipilimumab_2024-05-01.csv,10303,csv,2024-05-01,7794b797297ca6fa089df18b55661591962e84b77dcd72ad680594cafbc2847a,domain,response,126,7,0,,True
9204-clinical,9204,response.nivo.csv,5081,csv,,a288309f45f1cd93958a254e6706a2ce62ee3cc32b81f51609eb6943f8afd5ce,domain,response,63,9,0,,False
9204-clinical,9204,response.nivolumab_05012024.csv,5102,csv,05012024,0b209d8bb730bfd968b8880ea9319d4e1dcb5bf157ccde7cb8dc4034c8ef8b05,domain,response,63,9,0,,True
9204-clinical,9204,response.nivolumab_05012024.csv.csv,5102,csv,05012024,0b209d8bb730bfd968b8880ea9319d4e1dcb5bf157ccde7cb8dc4034c8ef8b05,domain,response,63,9,0,,True
9204-clinical,9204,response.nivolumab_2024-05-01.csv,5104,csv,2024-05-01,906d65b8237456dd7d03536a8847a0c6f5e94b82adb27d3098ee31c989043995,domain,response,63,9,0,,True
9204-clinical,9204,site_of_disease_categorization.2023_03_14.csv,3830,csv,2023_03_14,f12adbdedeed470363a2eeb4b98b92261229b4fc7c82c044dec715e3c1299a6c,domain,disease,72,4,0,,False
9204-clinical,9204,site_of_disease_categorization_05012024.csv,3720,csv,05012024,67e73fa77831c7a9ada537842121d69fe0574534fef088cfdb3a05a13233cfbf,domain,disease,71,4,0,,True
9204-clinical,9204,site_of_disease_categorization_05012024.csv.csv,3720,csv,05012024,67e73fa77831c7a9ada537842121d69fe0574534fef088cfdb3a05a13233cfbf,domain,disease,71,4,0,,True
9204-clinical,9204,site_of_disease_categorization_2024-05-01.csv,3722,csv,2024-05-01,7e1f90c8abd08c84d7858424bda5c88fbde271c12d7c24458eac684c44acec98,domain,disease,71,4,0,,True
9204-clinical,9204,transplant_history.ipi.csv,4087,csv,,20d1d99a8f9d1e132265b10ed0dc5e788fce45cd432e95be5e767213f257ff49,domain,history,43,9,0,,False
9204-clinical,9204,transplant_history.ipi_05012024.csv,4130,csv,05012024,909a2c91ab3460451b9dca0a85c344324a86e394e59974dafefec4bbe90a212f,domain,history,43,9,0,,True
9204-clinical,9204,transplant_history.ipi_05012024.csv.csv,4130,csv,05012024,909a2c91ab3460451b9dca0a85c344324a86e394e59974dafefec4bbe90a212f,domain,history,43,9,0,,True
9204-clinical,9204,transplant_history.ipi_2024-05-01.csv,4132,csv,2024-05-01,56f10a3879b005640397ec66a9bf5e2a07aeba845a8bc9e5245761718b6266f4,domain,history,43,9,0,,True
9204-clinical,9204,transplant_history.nivo.csv,2796,csv,,2e0f227ed67db73a9738549dcc7acaebe352e234955788791eb552c653333232,domain,history,28,8,0,,False
9204-clinical,9204,transplant_history.nivo_05012024.csv,2816,csv,05012024,9d9cf7e84a9cbbb5bc33950c5508d3cf1e7cc9bfb89491f1e16329560923c81c,domain,history,28,8,0,,True
9204-clinical,9204,transplant_history.nivo_05012024.csv.csv,2816,csv,05012024,9d9cf7e84a9cbbb5bc33950c5508d3cf1e7cc9bfb89491f1e16329560923c81c,domain,history,28,8,0,,True
9204-clinical,9204,transplant_history.nivo_2024-05-01.csv,2818,csv,2024-05-01,d4d48512ac33ffd34ac2b6cc0047dcc9877a1b3cdd07c283b906834787ee7bed,domain,history,28,8,0,,True
ABTC1603-clinical,ABTC1603,Baseline_abnormalities.20221007.csv,12130,csv,20221007,5d4180868f5fa4554d556f03cf56a47040ca19f0b69aae02c83b08128807495a,domain,history,321,5,0,,True
ABTC1603-clinical,ABTC1603,CIDC_Annotations_ABTC-1603_20230319.xlsx,11228,xlsx,20230319,943c5f0a0fc3fe9d1b84427612d6eedabba5bb972d42631a0b947f2aa0b0f21f,cidc_annotation,,26,8,1,,
ABTC1603-clinical,ABTC1603,CIDC_Annotations_ABTC-1603_20240417.xlsx,12207,xlsx,20240417,aa64c7eff10d9aacc611b89a4b9137057118bf7bf122349912107d0ce50f9b2a,cidc_annotation,,37,7,1,,
ABTC1603-clinical,ABTC1603,Demographics.20221007.csv,3724,csv,20221007,5e019675f9f54243711f95936d7722eacb0becfa91b0a77c9d2c01b57a1eaa38,domain,demographics,41,11,0,,True
ABTC1603-clinical,ABTC1603,Disease.20221007.csv,2763,csv,20221007,1a36f0ddabda19b2e3cdad421a4571aa1ac6bccacdd733e6eadde095eb358612,domain,disease,41,7,0,,True
ABTC1603-clinical,ABTC1603,Response.20221007.csv,4032,csv,20221007,8dd76b614e0018e3af3548b6bad0a2f0212b84ac067684e3b58cccb63d42e95a,domain,response,41,11,0,,True
ABTC1603-clinical,ABTC1603,Treatment.20221007.csv,2856,csv,20221007,d3e9accc3ce53132a82b8e7cca2404f763ff862eb6173505015f2cc32663bf37,domain,treatment,41,14,0,,True
ABTC1603-clinical,ABTC1603,abtc_1603_demographic.baseline_abnormalities_2024-04-17.csv,12127,csv,2024-04-17,5ea651e2b0e939f4f0c8ae62a652256b17fabf44d91c3e4c50dc35daa6afcb67,domain,demographics,321,5,0,,True
ABTC1603-clinical,ABTC1603,abtc_1603_demographic.demographics_2024-04-17.csv,3735,csv,2024-04-17,1903116f2e67ed79f4deba975d11bddaee3793218e587fccfba0693c53bd150f,domain,demographics,41,11,0,,True
ABTC1603-clinical,ABTC1603,abtc_1603_demographic.disease_2024-04-17.csv,2763,csv,2024-04-17,56d39ca8e8225c4b54b4ff4d5a3475753a6b2b013739d1b61f9323f440c7f583,domain,demographics,41,7,0,,True
ABTC1603-clinical,ABTC1603,abtc_1603_demographic.patient_history_2024-04-17.csv,2852,csv,2024-04-17,be69ab540153d4ea0d33ff209143f8bdce9bd7669799280e8123360aa56dfb5a,domain,demographics,41,12,0,,True
ABTC1603-clinical,ABTC1603,abtc_1603_mri_report_2024-04-17.csv,21673,csv,2024-04-17,5ed704771d1a2752e16e5b798e97e4ef19b102e30b01332668fd936c0376ab96,domain,mri,256,30,0,,True
ABTC1603-clinical,ABTC1603,abtc_1603_treatment_data_2024-04-17.csv,2786,csv,2024-04-17,0a6675356746ca946b7742579f815b2e54df664369a0dfa1350f5611c0c63e0d,domain,treatment,41,14,0,,True
ABTC1603-clinical,ABTC1603,abtc_1603_treatmentresponse_03042024_2024-04-17.csv,4138,csv,2024-04-17,8e29be8dd9ce6006c66123441eb5f2825ce86b3ff6415057d283dbec39c29a75,domain,response,41,12,0,,True
ABTC1603-clinical,ABTC1603,patient_history.20221007.csv,2854,csv,20221007,ff76f9080cb009184088d3ee45032f97f47639c20c744092cc9f969b9d4d7575,domain,history,41,12,0,,True
E4412-clinical,E4412,CIDC_Annotations_E4412_20230327.xlsx,30676,xlsx,20230327,ce85970b1cef9726212917ac7405516fa7631c303af15523e314ca5500982d78,cidc_annotation,,1,8,1,,
E4412-clinical,E4412,adverse_events.xlsx,216288,xlsx,,2adcb0055ec01e6e5d42d769dd2c6def7a950829b527ddde3f80ceef584e4a9f,domain,adverse_event,3342,13,2,,
E4412-clinical,E4412,baseline_outcomes.xlsx,26356,xlsx,,961cf4026e37705c928f930ee61a7b4319c9595f1df4b851a74c04cf1e5197c1,unknown,,99,39,2,,
E4412-clinical,E4412,prior_therapy.xlsx,14538,xlsx,,90f7a440991de94670efa83f18cac4f446e30254d6c4d09a6ae6be34b580da8e,domain,history,141,4,2,,
E4412-clinical,E4412,sample_timepoints.xlsx,16377,xlsx,,0e869e2b15795227fbef71dde3b49cc65d63df8f835dbde6e8fb9901f10cd36a,unknown,,185,5,2,,
E4412-clinical,E4412,treatment.xlsx,39618,xlsx,,3dbc8a6a2eb2a816cce03c1e26d1f9110ede80f1d0bab478b7b695fd068e5976,domain,treatment,1243,8,2,,
EAY131-Z1D-clinical,EAY131-Z1D,APPENDIX_A_09.22.22_v2.xlsx,24488,xlsx,,7efcffef445dc5eee0e1fd7086ec9dbc971c68b73e7e98d7eb43a40d515efcc6,appendix,,110,7,1,,
EAY131-Z1D-clinical,EAY131-Z1D,CIDC_Annotations_20230901.xlsx,11512,xlsx,20230901,3817cb54526ca48dee447b210d6aab0e9cbd0c0fc74726170897e748b31677ba,cidc_annotation,,22,8,1,,
EAY131-Z1D-clinical,EAY131-Z1D,CIDC_Annotations_EAY131-Z1D_20230407.xlsx,9955,xlsx,20230407,8651f523ef557f9adef1dad07f45b770e077a61794703ac7d7c02b0ab7087bf5,cidc_annotation,,11,8,1,,
EAY131-Z1D-clinical,EAY131-Z1D,DataDictionary_090123.xlsx,13009,xlsx,,9214c826b9693c5c9c1acdde1225f2dc174bf4933f81a12b4dc98ef67faf42e1,data_dict,,79,4,1,,
EAY131-Z1D-clinical,EAY131-Z1D,DataDictionary_VariableList_DR-MATCH-0028-CS-0005.xlsx,12726,xlsx,,fbd9c0e3ccc1efff77f868486b3ca0da6751e3a07d741f4409d76a932d8ce5a5,data_dict,,71,4,1,,
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Adverse_Event.2023-04-12.csv,30401,csv,2023-04-12,e25c2fc2313f0a9709e8bfb86e8ba00ce3b6cf833c7f7d56194f49b9c36656af,domain,adverse_event,477,7,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Clinical Data Request CIMAC_APPENDIX A_09.22.22.xlsx,43154,xlsx,,b5d5bb2e8a89e70b3324947fd8407dc4a6dcf11966be4ecb450dba9fd940dd6c,appendix,,249,9,3,,
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Demographics.2023-04-12.csv,1758,csv,2023-04-12,2c0cc9c601a5c4e48d8b2c568117d1e84f694d0fa5672a60cc8fd3f96ed96bb4,domain,demographics,36,7,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Disease.2023-04-12.csv,4370,csv,2023-04-12,c4d35cd9a020ddd37e9735d23c2673471d0cdd0e5cfce8c41e21995ad414a222,domain,disease,36,10,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_History.2023-04-12.csv,8463,csv,2023-04-12,811905fc53e28f9317223f73ba37f1ec34a492c3af778f7c8893467e412c41de,domain,history,185,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Offset.2023-04-12.csv,745,csv,2023-04-12,00dbc52fe894f9cb9ca2e5a0ca86cf96a41cdc8fe34481e78cb8cbc5c83625c3,unknown,,36,3,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Response.2023-04-12.csv,2657,csv,2023-04-12,c17550513b752a96dabc386a6a1595222a5779922ccae6e80e37f4270a167b1d,domain,response,36,14,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Treatment.2023-04-12.csv,1732,csv,2023-04-12,20ee044133ec26eb443955780bd36b120c42c5451029a26d14f279f07a39834b,domain,treatment,36,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,EAY131-Z1D_Treatment_Dose.2023-04-12.csv,1153,csv,2023-04-12,da517acf78c4f60b31bfb5f5f7af9ac5d54cc31f3ec951f66b2a0fa80f60dd8e,domain,treatment,36,4,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,adverse_event_2023-09-14.csv,33097,csv,2023-09-14,5314c53ec57015b7e1649dadaaa8594b479424cf9b9caffe6257f72bee1657db,domain,adverse_event,527,7,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,adverse_event_2023-09-25.csv,33088,csv,2023-09-25,598e973335cec77bdf18929e8ceec35d1a157a2361b3eae4051c1ef86442ef21,domain,adverse_event,527,7,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,demographics_2023-09-14.csv,1946,csv,2023-09-14,dc3fe364df3db92b3015e02172f0052cc089fcd4c230a24919518476403b998f,domain,demographics,41,7,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,demographics_2023-09-25.csv,1937,csv,2023-09-25,d085de3d196e0ee8ecf6b42d748650f0456fb6d6ebdc386da99e57accb56361d,domain,demographics,41,7,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,disease_2023-09-14.csv,4911,csv,2023-09-14,9b1a9623fb244d2144e9c8eb17339b40b9d86aa4ccb58259540721d9e0d748e5,domain,disease,41,10,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,disease_2023-09-25.csv,4902,csv,2023-09-25,1430de666e33d1f7430074c57ade738a46b2136748839fd62a74a3689b412bdd,domain,disease,41,10,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,history_description_2023-09-14.csv,8754,csv,2023-09-14,4dfbbda8dde7a80eb6a3d2176ffd1b1038a3e3b526d55d30eee116ee15ce460c,domain,history,198,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,history_description_2023-09-25.csv,8745,csv,2023-09-25,137467e676b8a7d8247f7378cd41b5822bc32ae692e61b9180d8e354c9e6863a,domain,history,198,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,offset_2023-09-14.csv,793,csv,2023-09-14,70de1142629b52672765a0a62d791d687888fd61697a4620ef3d87e37ad4352b,unknown,,41,3,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,offset_2023-09-25.csv,784,csv,2023-09-25,c319f4ee9513a3786c3a5859046e23328eb7b5b6bfc6838c3eacc42bc096d884,unknown,,41,3,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,response_2023-09-14.csv,2451,csv,2023-09-14,7199ebd7eb25561c18482776a6e915627d16095731541e01899c6ccc34d2e43b,domain,response,41,14,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,response_2023-09-25.csv,2442,csv,2023-09-25,c0f8d8f756bc834dcfd50ce37905f49e7d630db7dd00a1007fa3b42b68db968b,domain,response,41,14,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,specimen_collection_2023-09-14.csv,14661,csv,2023-09-14,15e3f8239b91e5806ca8bd36e1414f46d6e31923e6a978c3d74ac9f8d1d9369e,domain,sample_collection,363,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,specimen_collection_2023-09-25.csv,14652,csv,2023-09-25,1ef0f531fb36c913a9ad300428d505467340c41925c457bdf5074319ec622169,domain,sample_collection,363,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,treatment_2023-09-14.csv,1865,csv,2023-09-14,4260094d4698a8c2f096c1e6b27d2b01698464ff77214b48cc939951105f0cf5,domain,treatment,41,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,treatment_2023-09-25.csv,1856,csv,2023-09-25,ce8c61a7ea5c3668be47be4685911fec0c568fd5d3cbf84c229d4bf9ed8b3bf2,domain,treatment,41,5,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,treatment_dose_2023-09-14.csv,1256,csv,2023-09-14,685e063f0f7c183e93ec160b6a981172eb5305d1a787118de225808a932146e6,domain,treatment,41,4,0,,True
EAY131-Z1D-clinical,EAY131-Z1D,treatment_dose_2023-09-25.csv,1247,csv,2023-09-25,10b90cb60ce599e377a24d7a06ba16c8d6e1e7c488df10abae1732156ad1385a,domain,treatment,41,4,0,,True
GU16-257-clinical,GU16-257,CIDC_Annotations_GU16-257_20230317.xlsx.xlsx,9918,xlsx,20230317,209e12bf9d923c888ef60a06eb32c53f177c630ad6ebcdf74221f9bb05d4735d,cidc_annotation,,4,8,1,,
GU16-257-clinical,GU16-257,GU16-257_ID_linkage file.xlsx,14445,xlsx,,6ed2fbde1cb053dab42377da4036c5af47cb58f458b670d04d9308ebecd68806,domain,id_linkage,132,4,1,,
GU16-257-clinical,GU16-257,GU16-257_ID_linkage.xlsx,15826,xlsx,,0ed7853b269fc43c3affa017146f454cb764e8d04d386163b4e53cfe7649bd2c,domain,id_linkage,167,4,1,,
GU16-257-clinical,GU16-257,GU16-257_cimac_part_id_linkage_new_format.xlsx,14789,xlsx,,23cdbfe4af245900038e14f0bf273818bb9fdef22a1a9716cd555279efc3aa4a,domain,id_linkage,132,6,1,,
GU16-257-clinical,GU16-257,adverse_events.2023-01-04.csv,63675,csv,2023-01-04,6bd56f4d9e46a75a8b1c9db516fb22d72a9efeed766c81c5b352166dd569c433,domain,adverse_event,1663,10,0,,True
GU16-257-clinical,GU16-257,data_dictionary.2023-01-19.xlsx,44377,xlsx,2023-01-19,671ba27add6c521092c32d96edd28bc78b6336be3a9c9005dc5bc8dfc1e76f56,data_dict,,1115,7,2,,
GU16-257-clinical,GU16-257,disease.2023-01-04.csv,2574,csv,2023-01-04,e7903be1a9a71a2055f830811abb6185f39c3ad28437a82cc5f78f8f15e0601e,domain,disease,77,7,0,,True
GU16-257-clinical,GU16-257,medical_history_257.2023-03-13.csv,8567,csv,2023-03-13,eca9bd350583fc6a0039decd4c631faca923a54b4075060df9726df9c72cef1a,domain,history,270,3,0,,True
GU16-257-clinical,GU16-257,molecular_features.2023-01-04.csv,3886,csv,2023-01-04,908043930b6b6c578478de8233efb9842049bc4069c7f936a41d981c708fcaba,domain,molecular,69,9,0,,True
GU16-257-clinical,GU16-257,patient_demographics.2023-01-04.csv,1917,csv,2023-01-04,3f25c5bb6bfa95a970c5021717326ddcaf51d86350a835f752d68ffad125508b,domain,demographics,77,6,0,,True
GU16-257-clinical,GU16-257,patient_history.2023-01-04.csv,3471,csv,2023-01-04,eebce03f1501de00ca2eb4e8f32a1f585daf8394aa4147ed681aec290cd058be,domain,history,77,7,0,,True
GU16-257-clinical,GU16-257,patient_prior_ae.2023-01-04.csv,9607,csv,2023-01-04,e2f0a01cb4996545b804da7410d5e6b62a7e7d124848c2e097b517a0b54c7e76,domain,history,312,6,0,,True
GU16-257-clinical,GU16-257,response.2023-01-04.csv,5648,csv,2023-01-04,a0305b5e1e9f3917107d1a4dd2d20f9c6243e1f1258372eeb3bbe9c568f80819,domain,response,77,20,0,,True
GU16-257-clinical,GU16-257,sample_collection.2023-01-04.csv,10537,csv,2023-01-04,ab107f15e05443f2a4f219ff8c4547fdd7c354fac826d9abe3188886272893fa,domain,sample_collection,516,3,0,,True
GU16-257-clinical,GU16-257,sample_collection.2023-02-03.csv,9598,csv,2023-02-03,ecdf54541f05e0bf56ec7a5e779ad32ddf716b4a6392b78302d815174f26a9af,domain,sample_collection,521,3,0,,True
GU16-257-clinical,GU16-257,treatment.2023-01-04.csv,10658,csv,2023-01-04,d6cc3d97f35cb67632bd8a9500d9476673ca9718fb8ef9f6e7da6f69a72cc6c2,domain,treatment,77,29,0,,True
S1400I-clinical,S1400I,CIDC_Annotations_S1400I_20230323.xlsx,9766,xlsx,20230323,082d0f5b5cc48ae7a1fc1a142591ed5b46c59f6c67849b7628c99d8d54070c47,cidc_annotation,,4,8,1,,
S1400I-clinical,S1400I,Clinical Dataset 2023_03_14.csv,25681,csv,2023_03_14,6709ece9eb805191ca50428e92a98e8eb4706caef8c05de27024cbf92136f670,unknown,,252,24,0,,True
S1400I-clinical,S1400I,Clinical data dictionary.docx,27285,docx,,5cd499239cf8052fadbc5a745045b992cdf979396e72e94084889f9d4b8265f6,data_dict,,0,0,0,,
S1400I-clinical,S1400I,Full NGS by alteration.csv,515921,csv,,2767cd98b15da3651e86c2771817cb829ada1c40374001e7d38fcb4ac6e6abb4,domain,molecular,5319,20,0,,False
S1400I-clinical,S1400I,Full NS by patient.csv,212771,csv,,c1541e90df462e564c12e9ae85bc20ccd064b0af36c4934ce7839673cb25cab7,unknown,,254,14,0,,False
S1400I-clinical,S1400I,TMB PDL1.csv,4395,csv,,f969e562054ab0858f86e1f80fe824c7239230d7964a6ec39e38815f7e6dd4e2,domain,molecular,252,3,0,,False
S1400I-clinical,S1400I,Toxicity data dictionary.docx,15160,docx,,7aba08580e6b677b8928ff3a3dc69eeb6a637345a7c3fe92c073db6430c1d814,data_dict,,0,0,0,,
S1400I-clinical,S1400I,Toxicity dataset.csv,43005,csv,,83d47573863236a86f10eab06f4d5526a09e46f3db033cf8d754f28317b30556,domain,adverse_event,1517,4,0,,False
